0,source,sink,out_degree_b
10934,1909985,1602729,0
10935,1909985,4310354,0
10936,1909985,4084449,0
10937,1909985,1473673,0
10938,1909985,945857,0
10939,1909985,3802381,0
10940,1909985,1149234,0
10941,1909985,927772,0
10942,1909985,1081146,0
10943,1909985,2828287,0
10944,1909985,158976,0
10945,1909985,22800,0
10946,1909985,2115954,0
10947,1909985,1822165,0
10948,1909985,1660853,0
10949,1909985,1599370,0
10950,1909985,1155880,0
10951,1909985,3655876,0
10952,1909985,2426050,0
10953,1909985,3974786,0
10954,1909985,4555273,0
10955,1909985,2099988,0
10956,1909985,1870291,0
10957,1909985,687559,0
10958,1909985,2637188,0
10959,1909985,3949071,0
10960,1909985,3687715,0
10961,1909985,4243376,0
10962,1909985,671236,0
10963,1909985,3476209,0
10964,1909985,3784486,0
10965,1909985,25185,0
10966,1909985,4865588,0
10967,1909985,2706810,0
10968,1909985,2036860,0
10969,1909985,2019716,0
10970,1909985,756148,0
10971,1909985,1636649,0
10972,1909985,3759174,0
10973,1909985,2046730,0
10974,1909985,1883988,0
10975,1909985,2726038,0
10976,1909985,345714,0
10977,1909985,2910600,0
10978,1909985,1015514,0
10979,1909985,2667448,0
10980,1909985,3639254,0
10981,1909985,1319469,0
10982,1909985,4451881,0
10983,1909985,2459226,0
10984,1909985,1170911,0
10985,1909985,1254132,0
10986,1909985,4025825,0
10987,1909985,1088998,0
10988,1909985,1947190,0
10989,1909985,104898,0
10990,1909985,4566818,0
10991,1909985,3961322,0
10992,1909985,4382355,0
10993,1909985,503568,0
10994,1909985,4673019,0
10995,1909985,1527654,0
10996,1909985,4815796,0
10997,1909985,1338816,0
10998,1909985,4592901,0
10999,1909985,2658843,0
11000,1909985,2509873,0
11001,1909985,2569911,0
11002,1909985,4502717,0
11003,1909985,832742,0
11004,1909985,241943,0
11005,1909985,1741394,0
11006,1909985,2763394,0
11007,1909985,2718323,0
11008,1909985,1580644,0
11009,1909985,365716,0
11010,1909985,4004482,0
11011,1909985,4298555,0
11012,1909985,1476943,0
11013,1909985,4024250,0
11014,1909985,1708984,0
11015,1909985,247581,0
11016,1909985,1662620,0
11017,1909985,1171007,0
11018,1909985,694734,0
11019,1909985,464228,0
11020,1909985,3447432,0
11021,1909985,1630538,0
11022,1909985,3122651,0
11023,1909985,1070581,0
11024,1909985,3107518,0
11025,1909985,527999,0
11026,1909985,804453,0
11027,1909985,2049186,0
11028,1909985,590912,0
11029,1909985,2654423,0
11030,1909985,2948106,0
11031,1909985,1825289,0
11032,1909985,1318188,0
11033,1909985,3497902,0
11034,1909985,4815755,0
11035,1909985,1755562,0
11036,1909985,1712867,0
11037,1909985,348391,0
11038,1909985,1388977,0
11039,1909985,2925079,0
11040,1909985,59347,0
11041,1909985,4492009,0
11042,1909985,212244,0
11043,1909985,1338658,0
11044,1909985,4529769,0
11045,1909985,3731416,0
11046,1909985,3084113,0
11047,1909985,1998033,0
11048,1909985,3705594,0
11049,1909985,4575104,0
11050,1909985,3629758,0
11051,1909985,1995158,0
11052,1909985,3421388,0
11053,1909985,2687673,0
11054,1909985,2330111,0
11055,1909985,1151850,0
11056,1909985,2745199,0
11057,1909985,2492428,0
11058,1909985,2191142,0
11059,1909985,3331419,0
11060,1909985,2015951,0
11061,1909985,462087,0
11062,1909985,1109395,0
11063,1909985,2292332,0
11064,1909985,704682,0
11065,1909985,1284935,0
11066,1909985,3544209,0
11067,1909985,3593661,0
11068,1909985,1520742,0
11069,1909985,3724997,0
11070,1909985,966966,0
11071,1909985,3254532,0
11072,1909985,1069195,0
11073,1909985,2759901,0
11074,1909985,3470558,0
11075,1909985,2037991,0
11076,1909985,3476535,0
11077,1909985,1478134,0
11078,1909985,663542,0
11079,1909985,4466512,0
11080,1909985,2039717,0
11081,1909985,2440162,0
11082,1909985,4002328,0
11083,1909985,3008942,0
11084,1909985,645940,0
11085,1909985,3740462,0
11086,1909985,1972405,0
11087,1909985,403411,0
11088,1909985,2993627,0
11089,1909985,196224,0
11090,1909985,1974291,0
11091,1909985,3623071,0
11092,1909985,3379101,0
11093,1909985,4032251,0
11094,1909985,3220818,0
11095,1909985,2636848,0
11096,1909985,3156155,0
11097,1909985,3947080,261
11098,1909985,1344053,0
11099,1909985,3681276,0
11100,1909985,1069427,0
11101,1909985,934384,0
11102,1909985,2694112,0
11103,1909985,1203282,0
11104,1909985,2743773,0
11105,1909985,2343684,0
11106,1909985,4289227,0
11107,1909985,3306425,0
11108,1909985,4595889,0
11109,1909985,2570603,0
11110,1909985,4509243,0
11111,1909985,1227095,0
11112,1909985,1953880,0
11113,1909985,1431434,0
11114,1909985,2895051,0
11115,1909985,2127146,0
11116,1909985,2807844,0
11117,1909985,2092335,0
11118,1909985,1980359,0
11119,1909985,2450550,0
11120,1909985,4325096,0
11121,1909985,4492168,0
11122,1909985,3019695,0
11123,1909985,344922,0
11124,1909985,2055610,0
11125,1909985,2944998,0
11126,1909985,3595051,0
11127,1909985,3523909,0
11128,1909985,3895181,0
11129,1909985,3373186,0
11130,1909985,2012973,0
11131,1909985,1243137,0
11132,1909985,1535347,0
11133,1909985,1692520,0
11134,1909985,3092914,4518
11135,1909985,4845534,0
11136,1909985,4068258,0
11137,1909985,244648,0
11138,1909985,3063135,0
11139,1909985,3913442,0
11140,1909985,2108520,0
11141,1909985,3173557,0
11142,1909985,2256819,0
11143,1909985,3153769,0
11144,1909985,799324,0
11145,1909985,961050,0
11146,1909985,1102111,0
11147,1909985,4374144,0
11148,1909985,3512415,0
11149,1909985,4179537,0
11150,1909985,4401835,0
11151,1909985,4182413,0
11152,1909985,3795661,0
11153,1909985,4104582,0
11154,1909985,1680529,0
11155,1909985,4539598,0
11156,1909985,2657936,0
11157,1909985,2718531,0
11158,1909985,547545,0
11159,1909985,3386303,0
11160,1909985,2708664,0
11161,1909985,2416837,0
11162,1909985,2207196,0
11163,1909985,16559,0
11164,1909985,1767095,0
11165,1909985,1541765,0
11166,1909985,1828540,0
11167,1909985,3767824,0
11168,1909985,1633484,0
11169,1909985,4450297,0
11170,1909985,3440975,0
11171,1909985,4731449,0
11172,1909985,2573299,0
11173,1909985,3523146,0
11174,1909985,4544103,0
11175,1909985,3093241,0
11176,1909985,1494298,0
11177,1909985,4279804,0
11178,1909985,3548512,0
11179,1909985,1705063,0
11180,1909985,258094,0
11181,1909985,3872067,0
11182,1909985,807498,0
11183,1909985,2351084,0
11184,1909985,16159,0
11185,1909985,2956687,0
11186,1909985,1950178,0
11187,1909985,1018449,0
11188,1909985,1375242,0
11189,1909985,2659851,0
11190,1909985,2554175,0
11191,1909985,2912766,0
11192,1909985,2805823,0
11193,1909985,2722230,0
11194,1909985,290861,0
11195,1909985,594427,0
11196,1909985,4780978,0
11197,1909985,3341440,0
11198,1909985,3940829,0
11199,1909985,3911430,0
11200,1909985,768719,0
11201,1909985,1563394,0
11202,1909985,4114074,0
11203,1909985,1076237,0
11204,1909985,3252032,0
11205,1909985,1116846,0
11206,1909985,2246057,0
11207,1909985,2047362,0
11208,1909985,4405859,0
11209,1909985,537072,0
11210,1909985,2053126,0
11211,1909985,4068796,0
11212,1909985,3507038,0
11213,1909985,3195521,0
11214,1909985,3404845,0
11215,1909985,207012,0
11216,1909985,3344677,0
11217,1909985,3344666,0
11218,1909985,2033246,0
11219,1909985,3969396,0
11220,1909985,929691,0
11221,1909985,912751,0
11222,1909985,3214405,0
11223,1909985,564388,0
11224,1909985,4356182,0
11225,1909985,2676229,0
11226,1909985,1898291,0
11227,1909985,3562384,0
11228,1909985,958472,0
11229,1909985,1492747,0
11230,1909985,3764124,0
11231,1909985,3011783,0
11232,1909985,1476650,0
11233,1909985,2432858,0
11234,1909985,3155782,1922
11235,1909985,4318059,0
11236,1909985,2569893,0
11237,1909985,2006071,0
11238,1909985,4149286,0
11239,1909985,3581123,0
11240,1909985,1355939,0
11241,1909985,3631395,0
11242,1909985,550717,0
11243,1909985,3220624,0
11244,1909985,3285730,0
11245,1909985,155776,0
11246,1909985,4058664,0
11247,1909985,2625062,0
11248,1909985,2884635,0
11249,1909985,3885809,0
11250,1909985,3586853,0
11251,1909985,3848276,260
11252,1909985,2116042,0
11253,1909985,2994780,0
11254,1909985,1975274,0
11255,1909985,4081670,0
11256,1909985,4092152,0
11257,1909985,954871,0
11258,1909985,285709,0
11259,1909985,4638413,0
11260,1909985,2821611,0
11261,1909985,1061018,0
11262,1909985,3701370,0
11263,1909985,1857703,0
11264,1909985,3298550,0
11265,1909985,2027226,0
11266,1909985,3940407,0
11267,1909985,3210442,0
11268,1909985,4489504,0
11269,1909985,3740534,0
11270,1909985,966025,0
11271,1909985,3760753,0
11272,1909985,3271270,0
11273,1909985,1387128,0
11274,1909985,2714168,1856
11275,1909985,1898676,0
11276,1909985,4101525,0
11277,1909985,3232436,0
11278,1909985,3819869,0
11279,1909985,758642,0
11280,1909985,3075333,0
11281,1909985,175244,0
11282,1909985,705477,0
11283,1909985,2574965,0
11284,1909985,3435159,0
11285,1909985,407307,0
11286,1909985,1249934,0
11287,1909985,2779198,0
11288,1909985,4478685,0
11289,1909985,2436982,0
11290,1909985,4457867,0
11291,1909985,2275762,0
11292,1909985,1497383,0
11293,2259633,4058550,9825
11294,437391,4192587,504
11295,384254,551833,0
11296,1050485,132243,0
11297,1050485,3444865,0
11298,1050485,4168237,0
11299,1050485,2756297,0
11300,2417468,1989292,76
11301,679574,3198135,54
11302,2468487,4314283,75
11303,2431466,4854317,0
11304,2431466,1113139,212
11305,2431466,3268900,0
11306,2431466,4336820,0
11307,2431466,4660767,0
11308,2431466,3407852,21
11309,3637929,273164,190
11310,3637929,3088232,690
11311,1322906,1984005,107
11312,1322906,2135370,902
11313,4846160,3434262,251
11314,1596155,2309649,967
11315,1596155,2683588,0
11316,1751451,3547349,0
11317,1751451,1710577,20708
11318,1751451,749672,0
11319,2347696,4850564,0
11320,2347696,3835506,0
11321,4222134,3852135,10017
11322,2241048,361100,0
11323,2241048,2141810,0
11324,4026838,3051327,6442
11325,2956481,3625882,0
11326,2956481,2981750,0
11327,2956481,232453,0
11328,2956481,1504648,0
11329,2956481,4006439,0
11330,2956481,2951744,0
11331,2956481,3375460,0
11332,2956481,1880183,0
11333,2956481,1812637,0
11334,2956481,2295206,0
11335,2956481,1864320,0
11336,2956481,448705,0
11337,2956481,2412349,0
11338,2956481,2989355,0
11339,2956481,3542679,0
11340,2956481,3188118,0
11341,2956481,2663682,0
11342,2956481,1978805,0
11343,2956481,1394942,0
11344,2956481,3087834,0
11345,2956481,1476886,0
11346,2956481,1958389,0
11347,2956481,1365180,0
11348,2956481,1129561,0
11349,2956481,3207162,0
11350,2956481,658636,0
11351,2956481,4283136,0
11352,2956481,4769881,0
11353,2956481,3266389,0
11354,2956481,655148,0
11355,2956481,4756229,0
11356,2956481,1985048,0
11357,2956481,975592,0
11358,2956481,4327690,0
11359,2956481,1860123,0
11360,2956481,1592922,0
11361,2956481,3064364,0
11362,2956481,2316807,0
11363,2956481,2793373,0
11364,2956481,2515484,0
11365,2956481,2960402,0
11366,2956481,62229,0
11367,2956481,4220307,0
11368,2956481,4392221,0
11369,2956481,4848086,0
11370,2956481,3708063,0
11371,2956481,2793715,0
11372,2956481,4244276,0
11373,2956481,4265148,0
11374,2956481,1552874,0
11375,2956481,3219077,0
11376,2956481,2507712,0
11377,2956481,1413728,0
11378,2956481,3165633,0
11379,2956481,3577717,0
11380,2956481,2799280,0
11381,2956481,1352043,0
11382,2956481,4470598,0
11383,2956481,3037856,0
11384,2956481,1740150,0
11385,2956481,4800807,0
11386,2956481,2727955,0
11387,2956481,4754134,0
11388,2956481,1858205,0
11389,2956481,3273573,0
11390,2956481,870649,0
11391,2956481,2910157,0
11392,2956481,467356,0
11393,2956481,2351509,0
11394,2956481,510546,0
11395,2956481,3854118,0
11396,2956481,885171,0
11397,2956481,3112977,0
11398,2956481,822381,0
11399,2956481,411784,0
11400,2956481,589185,0
11401,2956481,1798666,0
11402,2956481,4725577,0
11403,2956481,3620669,0
11404,2956481,1872252,0
11405,2956481,535651,0
11406,2956481,1186344,0
11407,2956481,142080,0
11408,2956481,2390030,0
11409,2956481,1208092,0
11410,2956481,4447146,0
11411,2956481,1753593,0
11412,2956481,3821712,0
11413,2956481,3919862,0
11414,2956481,3563844,0
11415,2956481,785395,0
11416,2956481,1056049,0
11417,2956481,2488197,0
11418,2956481,571410,0
11419,2956481,2068985,0
11420,2956481,3652375,0
11421,2956481,3825436,0
11422,2956481,1855333,0
11423,2956481,1814329,0
11424,2956481,4681165,0
11425,2956481,1489553,0
11426,2956481,947857,0
11427,2956481,266019,0
11428,2956481,3554024,0
11429,2956481,1396659,0
11430,2956481,615059,0
11431,2956481,2527009,0
11432,2956481,1874652,0
11433,2956481,1128250,166
11434,2956481,2467970,0
11435,2956481,2287880,0
11436,2956481,1776215,0
11437,2956481,213915,0
11438,2956481,774067,0
11439,2956481,565569,0
11440,2956481,4319302,0
11441,2956481,65224,0
11442,2956481,2877281,0
11443,2956481,281139,0
11444,2956481,4865170,0
11445,2956481,846485,0
11446,2956481,811880,0
11447,2956481,3447007,0
11448,2956481,2418153,0
11449,2956481,838314,0
11450,2956481,3292694,0
11451,2956481,3426177,0
11452,2956481,2210500,0
11453,2956481,4773236,0
11454,2956481,4355462,0
11455,2956481,3707126,0
11456,2956481,449009,0
11457,2956481,2638921,0
11458,2956481,3056634,0
11459,2956481,631571,0
11460,2956481,1818918,0
11461,2956481,1114373,0
11462,2956481,3996688,0
11463,2956481,3844632,0
11464,2956481,4298313,0
11465,2956481,4120172,0
11466,2956481,4761391,0
11467,2956481,3847959,0
11468,2956481,4153865,0
11469,2956481,3035113,0
11470,2956481,2197754,0
11471,2956481,1717826,0
11472,2956481,4365974,0
11473,2956481,2572865,0
11474,2956481,1393,0
11475,2956481,1640014,0
11476,2956481,416795,0
11477,2956481,4356369,0
11478,2956481,161484,0
11479,2956481,126175,0
11480,2956481,2976379,0
11481,2956481,4408058,0
11482,2956481,4013399,0
11483,2956481,1284131,0
11484,2956481,125902,0
11485,2956481,1882199,0
11486,2956481,2575000,0
11487,2956481,1849487,0
11488,2956481,4665508,0
11489,2956481,4525140,0
11490,2956481,3577446,0
11491,2956481,4422400,0
11492,2956481,4726347,0
11493,2956481,2531588,0
11494,2956481,4862857,0
11495,2956481,2244210,0
11496,2956481,4238740,0
11497,2956481,1006639,0
11498,2956481,1358656,0
11499,2956481,1906343,0
11500,2956481,4670874,0
11501,2956481,4387011,0
11502,2956481,3599464,0
11503,2956481,1892893,0
11504,2956481,1211688,0
11505,2956481,3151621,0
11506,2956481,112059,0
11507,2956481,1201877,0
11508,2956481,282656,0
11509,2956481,3189088,0
11510,2956481,2100819,0
11511,2956481,4398800,0
11512,2956481,1346262,0
11513,2956481,337878,0
11514,2956481,1824814,0
11515,2956481,1004809,0
11516,2956481,4036079,0
11517,2956481,2645362,0
11518,2956481,539182,0
11519,2956481,1345827,0
11520,2956481,698297,0
11521,2956481,1711776,0
11522,2956481,780759,0
11523,2956481,740753,0
11524,2956481,2863822,0
11525,2956481,2528977,0
11526,2956481,1414491,0
11527,2956481,3180187,0
11528,2956481,1721530,0
11529,2956481,2692361,0
11530,2956481,606984,0
11531,2956481,1076237,0
11532,2956481,2775527,0
11533,2956481,2891107,0
11534,2956481,67525,0
11535,2956481,3253649,0
11536,2956481,1305409,0
11537,2956481,2553479,0
11538,2956481,2428221,0
11539,2956481,626594,0
11540,2956481,1426960,0
11541,2956481,2616029,0
11542,2956481,447597,2240
11543,2956481,550595,0
11544,2956481,3442801,81
11545,2956481,4390063,0
11546,2956481,2332893,795
11547,2956481,3027130,0
11548,2956481,3417676,0
11549,2956481,2544711,0
11550,2956481,1758061,134
11551,4454061,708203,1699
11552,2486979,1851709,0
11553,2486979,3312310,1037
11554,2486979,680825,0
11555,691053,2011402,0
11556,691053,2794125,0
11557,691053,2351165,0
11558,691053,411183,0
11559,691053,1883041,0
11560,691053,1079348,0
11561,691053,3779460,246
11562,691053,3781757,0
11563,691053,2182305,32
11564,691053,44209,0
11565,691053,3098013,0
11566,2866126,2909102,0
11567,2866126,835502,175
11568,2866126,590452,0
11569,2866126,4586814,0
11570,2866126,262279,0
11571,769671,4713292,22
11572,2740141,2579609,193
11573,1524949,211290,0
11574,1524949,3008961,0
11575,1524949,4352677,0
11576,1524949,1807703,0
11577,1524949,1106177,0
11578,1524949,3674751,0
11579,1524949,2926494,0
11580,1524949,1117423,0
11581,1524949,4391437,0
11582,1524949,3999394,0
11583,1524949,46024,0
11584,1524949,165612,0
11585,1524949,2086072,0
11586,1524949,1520052,0
11587,1524949,1809080,0
11588,1524949,1814147,0
11589,1524949,3756197,0
11590,3590756,4612111,47
11591,4321162,1990341,0
11592,4321162,1840412,87
11593,4321162,1512861,0
11594,4321162,3509483,0
11595,4321162,3710869,0
11596,4321162,3410692,0
11597,4321162,1383354,0
11598,4321162,4809185,0
11599,4321162,4547727,0
11600,4321162,4208937,0
11601,4321162,2127141,0
11602,4321162,4016858,0
11603,4321162,1241532,0
11604,4321162,1563598,0
11605,4321162,2130356,0
11606,4321162,4803103,0
11607,4321162,1944889,0
11608,4321162,3947491,0
11609,4321162,283445,0
11610,4321162,3576848,0
11611,4321162,4828166,0
11612,4321162,2884016,0
11613,4321162,2816247,113
11614,4321162,4066176,0
11615,4321162,1481101,0
11616,4321162,3409896,0
11617,4321162,3611937,0
11618,4321162,2999344,0
11619,4321162,2736065,0
11620,4321162,3291228,0
11621,4321162,2194400,0
11622,4321162,2248392,0
11623,4321162,2446664,0
11624,4321162,1116127,0
11625,4321162,4021303,0
11626,4321162,1933652,0
11627,4321162,3425976,0
11628,4321162,2916240,558
11629,4321162,1628739,0
11630,4321162,4855494,0
11631,4321162,755608,0
11632,4321162,2279731,0
11633,4321162,2580481,0
11634,4321162,862932,0
11635,4321162,4013367,0
11636,4321162,4770973,0
11637,4321162,2343422,683
11638,4321162,982258,0
11639,4321162,4223160,0
11640,4321162,3267941,0
11641,4321162,662152,0
11642,4321162,105435,0
11643,995638,4443168,100
11644,995638,3193714,0
11645,2887639,3941068,0
11646,2887639,2315305,0
11647,2887639,273469,0
11648,2887639,442688,0
11649,2887639,4344038,0
11650,2887639,4555714,0
11651,2887639,3491434,0
11652,2887639,2925818,0
11653,2887639,2640301,0
11654,2887639,1717460,0
11655,2887639,881152,0
11656,2887639,1652906,0
11657,2887639,3622653,0
11658,2887639,3425031,0
11659,2887639,4501254,0
11660,2887639,2737807,0
11661,2887639,3593261,0
11662,2887639,2956725,0
11663,2887639,106160,0
11664,2887639,2493282,0
11665,2887639,4563728,0
11666,2887639,4614596,0
11667,2887639,2827158,0
11668,2887639,4306736,0
11669,2887639,3454511,0
11670,2887639,3110780,0
11671,2887639,3831549,0
11672,2887639,3191993,0
11673,2887639,2741851,0
11674,2887639,4567466,50725
11675,2887639,4217261,0
11676,2887639,62166,0
11677,2887639,4817455,0
11678,2887639,2717420,0
11679,2887639,135156,0
11680,2887639,4527059,0
11681,2887639,4715601,0
11682,2887639,368473,0
11683,2887639,3264626,0
11684,2887639,1493872,0
11685,2887639,1762685,0
11686,2887639,2608377,0
11687,2887639,2711455,0
11688,2887639,2176213,0
11689,2887639,4723758,0
11690,2887639,51975,0
11691,2887639,3414365,0
11692,2887639,3594930,0
11693,2887639,348384,0
11694,2887639,2416895,0
11695,2887639,885800,0
11696,2887639,2484515,0
11697,2887639,2872596,0
11698,2887639,119147,0
11699,2887639,2960272,0
11700,2887639,652076,0
11701,2887639,3526291,0
11702,2887639,4589072,0
11703,2887639,4759387,0
11704,2887639,934979,0
11705,2887639,903297,0
11706,2887639,3909492,0
11707,2887639,2829725,0
11708,2887639,1964307,0
11709,2887639,2588239,0
11710,2887639,2692361,0
11711,2887639,2050817,0
11712,2887639,1592308,0
11713,2887639,4356573,0
11714,2887639,16287,0
11715,2887639,1074255,0
11716,564857,3353466,43
11717,2939315,2027307,0
11718,2939315,33671,0
11719,2939315,1967963,0
11720,2939315,3628025,0
11721,2939315,717577,0
11722,2939315,1975393,0
11723,2939315,1546158,0
11724,2939315,3725386,0
11725,2939315,4101235,0
11726,2939315,385218,0
11727,2939315,276546,0
11728,2939315,201374,0
11729,2939315,748984,0
11730,2939315,2644774,0
11731,2939315,3018876,0
11732,2939315,3360225,0
11733,2939315,3476255,0
11734,2939315,876473,0
11735,2939315,3384176,0
11736,2939315,2933156,0
11737,2939315,2375657,0
11738,2939315,2428059,0
11739,2939315,3171330,0
11740,2939315,2373716,0
11741,2939315,342819,0
11742,2939315,1841582,0
11743,2939315,1975217,0
11744,2939315,4268955,0
11745,2939315,3365493,0
11746,2939315,656910,0
11747,2939315,1755028,0
11748,2939315,264871,0
11749,2939315,2348747,0
11750,2939315,3968893,0
11751,2939315,1287359,0
11752,2939315,1310044,0
11753,2939315,2468022,0
11754,2939315,4305362,0
11755,2939315,2530876,0
11756,2939315,4283682,0
11757,2939315,4165202,0
11758,2939315,2510648,0
11759,2939315,131742,0
11760,2939315,4106532,0
11761,2939315,4767707,0
11762,2939315,3191954,0
11763,2939315,1417740,0
11764,2939315,3927609,0
11765,2939315,2880697,0
11766,2939315,3116052,0
11767,2939315,2356796,0
11768,2939315,485224,0
11769,2939315,3202889,0
11770,2939315,3707350,0
11771,2939315,1596085,0
11772,2939315,2853417,0
11773,2939315,4648820,0
11774,2939315,1997605,0
11775,2939315,3915477,0
11776,2939315,2671069,0
11777,2939315,168920,0
11778,2939315,169080,0
11779,2939315,2485401,0
11780,2939315,667867,0
11781,2939315,3606123,0
11782,2939315,823508,0
11783,2939315,88123,0
11784,2939315,3353251,0
11785,2939315,2072211,0
11786,2939315,1603334,0
11787,2939315,948026,0
11788,2939315,3220486,0
11789,2939315,2418373,0
11790,2939315,1305770,0
11791,2939315,3000336,0
11792,2939315,3761986,0
11793,2939315,2777540,0
11794,2939315,3384285,0
11795,2939315,4552498,0
11796,2939315,2737651,0
11797,2939315,1312885,0
11798,2939315,330018,0
11799,2939315,337929,0
11800,2939315,3498054,0
11801,2939315,64504,0
11802,2939315,996705,0
11803,2939315,2196377,0
11804,2939315,1705923,0
11805,2939315,4482513,0
11806,2939315,2296475,0
11807,2939315,2632794,0
11808,2939315,3497385,0
11809,2939315,2164101,0
11810,2939315,2313179,0
11811,2939315,616991,0
11812,2939315,1970838,0
11813,2939315,4201077,0
11814,2939315,2874831,0
11815,2939315,3595628,0
11816,2939315,1600481,0
11817,2939315,1315112,0
11818,2939315,941782,0
11819,2939315,2393009,0
11820,2939315,2066516,0
11821,2939315,741434,0
11822,2939315,2690335,0
11823,2939315,3107360,0
11824,2939315,4496540,0
11825,2939315,4093430,0
11826,2939315,488018,0
11827,2939315,1042426,0
11828,2939315,529444,0
11829,2939315,2135099,0
11830,2939315,3997374,0
11831,2939315,4841424,0
11832,2939315,2694157,0
11833,2939315,2185887,0
11834,2939315,2460318,0
11835,2939315,4406013,0
11836,2939315,2012710,0
11837,2939315,1664119,0
11838,2939315,1334215,0
11839,2939315,4374579,0
11840,2939315,2072485,0
11841,2939315,1917831,0
11842,2939315,1352725,0
11843,2939315,3343055,0
11844,2939315,3198569,0
11845,2939315,718954,0
11846,2939315,4155229,0
11847,2939315,4630021,0
11848,2939315,39873,0
11849,2939315,1234245,0
11850,2939315,799177,0
11851,2939315,436186,0
11852,2939315,2814978,0
11853,2939315,402030,0
11854,2939315,1379793,0
11855,2939315,1415767,0
11856,2939315,3546501,0
11857,2939315,3551726,0
11858,2939315,4189735,0
11859,2939315,3677544,0
11860,2939315,187029,0
11861,2939315,106204,0
11862,2939315,2221976,0
11863,2939315,4767379,0
11864,2939315,3933142,0
11865,2939315,2208829,0
11866,2939315,3183688,0
11867,2939315,1800414,0
11868,2939315,4488132,0
11869,2939315,2669899,0
11870,2939315,128806,0
11871,2939315,2220138,0
11872,2939315,4227275,0
11873,2939315,4640494,0
11874,2939315,3307168,0
11875,2939315,4248275,0
11876,2939315,511860,0
11877,2939315,2526336,0
11878,2939315,4241160,0
11879,2939315,2067465,0
11880,2939315,4335825,0
11881,2939315,703352,0
11882,2939315,1249378,0
11883,2939315,2419257,0
11884,2939315,1880067,0
11885,2939315,1028310,0
11886,2939315,28886,0
11887,2939315,1336863,0
11888,2939315,309677,0
11889,2939315,3382588,0
11890,2939315,4066896,0
11891,2939315,4312004,0
11892,2939315,2612522,0
11893,2939315,3928136,0
11894,2939315,1076162,0
11895,2939315,767277,0
11896,2939315,1041249,0
11897,2939315,1805468,0
11898,2939315,3695406,0
11899,2939315,2031631,0
11900,2939315,564957,0
11901,2939315,2653196,0
11902,2939315,4480372,0
11903,2939315,11392,0
11904,2939315,1744302,0
11905,2939315,94361,0
11906,2939315,424501,0
11907,2939315,2976137,0
11908,2939315,2007409,0
11909,2939315,1990988,0
11910,2939315,636553,0
11911,2939315,168752,0
11912,2939315,2077657,0
11913,2939315,2340996,0
11914,2939315,3977822,0
11915,2939315,460649,0
11916,2939315,1690501,0
11917,2939315,2989461,0
11918,2939315,1705847,0
11919,2939315,4784816,0
11920,2939315,3853714,0
11921,2939315,3692858,0
11922,2939315,1055583,0
11923,2939315,3174463,0
11924,2939315,3174119,0
11925,2939315,1405319,0
11926,2939315,1833768,0
11927,2939315,419093,0
11928,2939315,3336111,0
11929,2939315,2771807,0
11930,2939315,4022272,0
11931,2939315,4738154,0
11932,2939315,363838,0
11933,2939315,3446155,0
11934,2939315,1909524,0
11935,2939315,2248918,0
11936,2939315,3110763,0
11937,2939315,2528423,0
11938,2939315,673867,0
11939,2939315,2916009,0
11940,2939315,3269476,0
11941,2939315,2977261,0
11942,2939315,1830743,0
11943,2939315,1372203,0
11944,2939315,3962566,0
11945,2939315,505156,0
11946,2939315,3835544,0
11947,2939315,3722616,0
11948,2939315,562309,0
11949,2939315,117476,0
11950,2939315,157727,0
11951,2939315,1747573,0
11952,2939315,4430784,0
11953,2939315,2547843,0
11954,2939315,1912136,0
11955,2939315,1275223,0
11956,2939315,1698904,0
11957,2939315,4295245,0
11958,2939315,4767151,0
11959,2939315,1013272,0
11960,2939315,617255,0
11961,2939315,1493244,0
11962,2939315,1797613,0
11963,2939315,2294039,0
11964,2939315,1528857,0
11965,2939315,4564626,0
11966,2939315,3360455,0
11967,2939315,634154,0
11968,2939315,4091207,0
11969,2939315,35290,0
11970,2939315,3807164,0
11971,2939315,4791237,1795
11972,2939315,2362909,0
11973,2480532,1176070,0
11974,2480532,1146520,0
11975,2480532,3430085,0
11976,2480532,753268,0
11977,2480532,103889,196
11978,2833751,217433,0
11979,2833751,3044714,0
11980,2833751,891292,0
11981,2833751,2657455,0
11982,2833751,2318444,0
11983,2833751,312030,0
11984,2833751,4544131,0
11985,2833751,4380393,0
11986,2833751,3391164,0
11987,2833751,3613642,0
11988,2833751,3502939,0
11989,2833751,2730395,0
11990,2833751,3605371,0
11991,2833751,3846630,0
11992,2833751,3355605,0
11993,2833751,71026,0
11994,2833751,3668555,0
11995,2833751,3615193,0
11996,2833751,2505152,0
11997,2833751,654117,0
11998,2833751,2497432,0
11999,2833751,1566439,0
12000,2833751,1173681,0
12001,2833751,2646251,1146
12002,2833751,3805519,0
12003,2833751,2203650,0
12004,2833751,2246385,0
12005,2833751,4834194,0
12006,2833751,3185394,0
12007,2833751,3947069,0
12008,2833751,245639,0
12009,2833751,88356,0
12010,2833751,788918,0
12011,2833751,2173652,0
12012,2833751,3400143,0
12013,2833751,1158151,0
12014,2833751,451444,0
12015,2833751,1918801,0
12016,2833751,266388,0
12017,2833751,1560219,0
12018,2833751,1645741,0
12019,2833751,201624,0
12020,2833751,2685283,5655
12021,2833751,1832634,0
12022,2833751,3298115,0
12023,856916,3187727,0
12024,856916,3550958,0
12025,856916,3435790,0
