0,source,sink,preferential_attachment
9141,4669546,4184753,3740
9142,4525961,2317831,82404
9143,2892092,1301830,545
9144,702070,1139936,3960
9145,1318170,2849803,2790
9146,1105588,3733497,1325
9147,1111253,3698917,96
9148,1561267,2515577,141573
9149,3688882,3071800,760
9150,3257255,2668844,126
9151,2071675,1440579,2210
9152,285814,2505593,1125083
9153,4054509,3126061,9476
9154,4056091,4066811,7385
9155,3273043,1014975,111
9156,344314,4576952,27824
9157,2580811,2800338,2519
9158,3511222,1620024,36554
9159,3711555,4660597,696
9160,3430964,143484,13671
9161,3451580,1992177,7
9162,3822823,2483789,3960
9163,2122753,3621313,80800
9164,4515646,2095041,17442
9165,919165,646539,4704
9166,2417793,3226908,10108
9167,3987555,2956481,1106838
9168,2576316,3728872,176320
9169,2937523,3456764,56896
9170,3129979,932451,75042
9171,4280660,2041629,16500
9172,1581252,1572442,1528
9173,22543,4350847,1330
9174,1243607,905524,260
9175,88570,172488,4752
9176,2970883,377575,93294
9177,117401,2908772,403
9178,1896213,4753815,1848
9179,624390,1031771,1134
9180,27288,841535,8790
9181,1251307,3577649,18
9182,346796,2006302,3201
9183,1004182,3377456,3555440
9184,3027401,1120099,2356
9185,242071,4125905,5418
9186,323616,1832112,828
9187,1257111,1340149,8910
9188,2319312,2394046,13536
9189,3616458,1068970,77847
9190,1933312,2862563,2890
9191,1590268,2625600,51
9192,2957222,276616,137160
9193,3439201,516087,120175
9194,1862435,1474102,19095
9195,3835319,3026070,109881
9196,113472,1660804,825
9197,4668159,4818709,2400
9198,2607838,670279,1036
9199,597705,2411260,440
9200,4798911,2254619,2535
9201,2119419,2369248,2656
9202,3209365,3348381,6888
9203,1747921,3417001,1041600
9204,3604231,1302242,2664
9205,2581830,4248006,161850
9206,4309907,378641,122515395
9207,3903025,1302800,4824
9208,1167211,1942527,204750
9209,2033372,4049929,48
9210,2227668,4588320,26100870
9211,4197276,4198233,29214
9212,1207442,3474178,450
9213,1234611,2887895,882336
9214,451580,593309,25440
9215,2659315,3305455,4558
9216,4017761,1025751,29932
9217,2634508,2807048,183
9218,4856945,2666873,128
9219,1596155,62113,22308
9220,3643700,1672672,2475
9221,4187441,1606043,2068
9222,4720169,2002799,217248
9223,2186625,1821941,263
9224,3473173,2103645,6424
9225,3201190,110868,12470
9226,1746167,4851622,19208520
9227,2480532,39080,150024
9228,3543920,699898,10005
9229,1494005,4270382,324
9230,463807,978027,990
9231,4809745,1401177,180
9232,409050,1729671,1840
9233,1962170,3247629,1743
9234,2953792,4522759,13986
9235,3330580,4770518,1590
9236,4452360,2287992,90206
9237,1965465,2685283,290950
9238,2835812,4311172,142230
9239,1155599,1690853,226484
9240,21177,4123500,896
9241,404943,2085081,171570
9242,3594539,1782669,7120
9243,2559509,3861426,191860
9244,562889,689237,20368
9245,2482930,1710577,5993571
9246,1325894,3569134,309
9247,3003864,4621112,276
9248,907717,924384,890216
9249,4303281,245651,145553
9250,4631296,1217777,430
9251,3911619,3212278,130
9252,2811239,957459,138880
9253,4111111,3722287,2145
9254,2117216,3672702,471
9255,1041665,1191090,14018
9256,3243154,3595920,64
9257,1869515,3846568,568
9258,3031160,4765312,144
9259,2899995,1985085,938
9260,2001992,1355768,308
9261,3505995,2757658,43616
9262,2929105,4286758,46632
9263,4833771,2998095,13860
9264,3611477,1558394,25239
9265,4641586,869402,8357
9266,3066129,1737400,1032
9267,961208,2091913,1305472
9268,2638301,4121464,5895
9269,4017761,4406115,6414
9270,1464668,2519782,26660
9271,2578446,391715,582
9272,3505599,3971189,1032
9273,195191,2974225,310
9274,1680418,3310440,3787
9275,2942785,970197,7322
9276,161780,2214418,10076
9277,296616,4320980,1991808
9278,2985401,1273933,36320
9279,3964499,2142804,197
9280,1632644,3427926,1434
9281,2653433,2962312,500
9282,279329,1690853,127052
9283,560693,4179199,799419
9284,2973887,1653770,400
9285,2438793,1721203,73684
9286,696830,2377378,50218
9287,1442258,250621,57456
9288,2689774,3170243,43620
9289,928350,583748,51824
9290,1685382,1511168,551880
9291,2455604,4370741,1998
9292,2343371,1357627,5915
9293,1259356,3728872,147136
9294,1331722,2376055,37434
9295,2456933,3865588,38857
9296,2199517,3412207,366
9297,2177982,2828565,206673
9298,1457719,877157,135
9299,2932236,2794126,413568
9300,1415880,121405,3040
9301,1437899,859956,20340
9302,772913,1872996,466384
9303,26729,4062835,808
9304,1876035,3793690,514452
9305,2646810,504027,176
9306,3240066,3416866,207
9307,4198946,1505741,3347540
9308,2093292,385816,972
9309,3990211,3084516,392
9310,4726789,1098712,250
9311,2663312,4757732,304800
9312,2526281,2284056,31
9313,3723552,1848553,25996
9314,1727172,3372601,379848
9315,3364589,4303562,15312
9316,974849,2056412,60
9317,640940,1561791,352
9318,3616456,1648009,50531
9319,4285688,2721219,11340
9320,1290649,543399,2050
9321,3642094,1217734,16688
9322,1180353,4848625,6596
9323,1285815,3292805,11050
9324,3091764,3892201,1920
9325,906653,1139936,14520
9326,188330,2549673,83237
9327,3573741,1193185,156
9328,2022904,2695576,776
9329,202406,907613,4356
9330,1665434,1703863,784
9331,4342160,927444,276
9332,3132677,1922503,1120
9333,3716119,448545,138024
9334,2804165,1066406,6335
9335,1559787,4586866,11788308
9336,1396917,930827,3948
9337,929529,4078564,1900
9338,47024,4538501,5019
9339,2577343,3117644,55692
9340,2961906,1382205,47880
9341,4572690,4795474,849231
9342,2745387,275090,7018
9343,1891611,2765193,45495
9344,4159232,136076,10025
9345,3135486,559775,534
9346,1720389,4584037,696
9347,762550,3688806,738
9348,981821,4670461,1575
9349,938558,3858858,5408
9350,719934,3727811,600
9351,3381895,3397873,37278
9352,2002620,2810556,4917640
9353,1042163,550920,712267
9354,3050649,423256,18063
9355,3535026,4075878,14868
9356,883078,108783,205
9357,3982412,95386,2024
9358,4591908,4390636,96
9359,3976546,56401,248653
9360,2730851,3664066,300048
9361,2339513,2057832,10472
9362,3561229,524494,319034
9363,1118136,1617745,435
9364,966537,3384442,91176
9365,4811932,46386,6768
9366,3778546,3052345,13365
9367,2793691,376831,6606
9368,4009500,918173,9576
9369,4744844,1913552,952
9370,1689809,1118401,168
9371,700025,2527372,111
9372,3005036,4321162,1751924
9373,2218685,1758117,4994
9374,4714677,738728,2279500
9375,4149030,4487920,2952
9376,2580811,1046768,3435
9377,2935307,3415459,84
9378,3722661,1953843,21879
9379,3882646,1527955,70977
9380,984459,3882679,22520
9381,769654,3842577,125840
9382,892714,3042825,9146
9383,739365,1755074,95658
9384,4266066,242071,6300
9385,524339,1212380,54846
9386,4857356,4575078,49848
9387,999163,2225804,780
9388,4046121,2365765,551
9389,1787735,2275867,21588
9390,2659095,1859058,588
9391,2110316,3342866,1908
9392,1601132,1298334,47
9393,3757336,313165,2133
9394,187270,2596962,924
9395,2054312,2987742,7743
9396,2995035,1401770,18632
9397,2995852,2573431,118674
9398,637509,2536299,1048
9399,4496830,4756021,3520
9400,99556,1532071,27675
9401,4274636,2979118,34299
9402,2658008,2069714,31610
9403,2975625,1393563,19890
9404,1168646,3917883,18450
9405,4750696,661416,64
9406,3677609,925365,300
9407,4487677,3443743,32718
9408,1659805,1216659,192
9409,3378280,4696331,3168532
9410,3503651,3875276,3084
9411,602014,2394737,124
9412,4572867,1313655,43920
9413,319752,1063421,6066
9414,1152324,1668579,9020
9415,537623,4851491,634
9416,2504978,1362628,62894
9417,2672648,3283896,4611
9418,1380921,838983,151420300
9419,978544,2544271,1476382
9420,148972,1262811,664
9421,995638,1063382,174
9422,1694645,4513538,879796
9423,2862343,4366044,5790
9424,891143,1151591,6683
9425,4435186,2500674,99552
9426,1409248,3068375,93808
9427,617553,3387134,11192
9428,1395712,1751410,83143
9429,2944523,2004810,795
9430,978544,2652826,16064
9431,2036144,1086249,61045
9432,2952895,4299627,64
9433,1985469,548187,3311
9434,377939,714119,32450
9435,4331461,2297383,2847
9436,177241,1720789,174582
9437,2907275,175631,1736
9438,659366,2939029,4
9439,4563906,637600,3976
9440,3896233,432061,8460
9441,1121944,1450511,94200
9442,3450419,275909,539
9443,3873655,3318630,64395
9444,3086729,3984315,3915
9445,1689436,3776584,129168
9446,4864020,3672337,100640
9447,1812883,4007071,1713075
9448,2380758,3239630,30192
9449,4297213,2549365,647824
9450,3731965,4006795,468939
9451,4834640,3085270,21744
9452,2975979,3476006,337523
9453,3391332,3483165,12918
9454,3312013,4820748,42375
9455,800650,4167373,250776
9456,2429876,4670716,18960
9457,101349,3728866,7227
9458,632892,4059634,12060
9459,1491296,4018834,774
9460,3972616,3326692,10656
9461,3389003,144379,7270
9462,300200,2480404,2117808
9463,959485,3779460,84402
9464,1981134,1501473,44
9465,2770936,1185424,41574
9466,3410860,2587102,1155
9467,981738,4536390,490
9468,517122,4168971,6266
9469,1479328,3919781,4983
9470,3476538,1231107,378945
9471,2801172,399029,4997
9472,2519581,2846472,23520
9473,571163,2339503,21185
9474,2173130,960790,494831
9475,1708122,638845,274040
9476,3300795,4433193,930
9477,4636390,3602451,17424
9478,1753959,4849080,3070791
9479,3723552,540438,26384
9480,2607838,3046103,1480
9481,4745318,3932752,15035
9482,2092995,3418202,177632
9483,1623393,2733783,22330
9484,4013720,4064080,9288
9485,3370240,2765046,125881
9486,724484,4219994,19998
9487,591326,3863062,2501940
9488,2147016,962470,1976
9489,4621090,3013496,42000
9490,1541421,4073830,254169
9491,4342160,1424858,184
9492,1204184,3573991,77724
9493,3989787,3509961,309440
9494,4257692,4739917,3604
9495,4350965,2365553,549
9496,279694,358400,30192
9497,2760636,2593796,48402
9498,687924,1499698,341
9499,2089396,1680432,2891
9500,2861284,3523158,2027593
9501,4720801,732022,16620
9502,767843,2564853,4420
9503,511493,3385611,1782
9504,2133283,2769871,12984
9505,3733482,2863323,6734
9506,3549559,2949813,36432
9507,777356,4206591,16259
9508,404943,3890448,6341554
9509,3596547,3010013,1492
9510,2259766,2018607,4344300
9511,3670940,3194645,50912
9512,2529024,3955582,18
9513,4318705,923612,212
9514,1258011,163021,310596
9515,4854494,1809664,474
9516,4211123,3091681,13851
9517,2670017,3153504,10309663
9518,4498103,4280827,31
9519,2969049,1411238,9480
9520,3113932,995582,541
9521,3240066,4588094,14076
9522,4665745,3948070,1456
9523,725822,4424137,123624
9524,461344,3584869,113160
9525,3292050,4027200,35673
9526,678320,796950,376
9527,2975035,3854532,684
9528,1384645,3750599,13750
9529,3298142,115916,442494
9530,2995035,877099,20276
9531,369047,2302277,4071
9532,3143090,3481885,806
9533,895061,847207,177954
9534,4180465,3642064,531
9535,2422452,1507427,25812
9536,2064916,1654670,24304
9537,854344,4036279,14950
9538,88682,4540687,17479
9539,1496129,2802768,81444
9540,4747912,3454623,33540
9541,597898,3055178,29749
9542,2476039,3527023,42028
9543,2639142,4486882,115216
9544,318109,4325699,10476
9545,3922567,4478844,474480
9546,2391070,4660630,101
9547,3798250,536246,3400
9548,2945836,2559111,198774
9549,391831,2313645,98
9550,1354050,2287328,471150
9551,4807569,1651752,196
9552,260853,4161654,6993
9553,4021250,4225735,2142126
9554,913118,1449166,1536
9555,339567,3995925,7068
9556,717384,2311932,6930
9557,4682788,4206494,126819
9558,1830897,551407,90
9559,4438429,832051,441
9560,3169137,2795881,95598
9561,3107347,2165879,309632
9562,3050428,730925,4280
9563,4170363,4635637,3899
9564,2187352,3113932,64379
9565,142185,346255,94518
9566,2608347,2806652,8920
9567,128611,225753,490110
9568,3075656,2185542,144
9569,2763017,3633722,32412
9570,4441403,2528288,12056
9571,2694077,4679263,2036320
9572,3326428,4381782,1704
9573,4203692,3613245,87249
9574,3278181,2841028,4144616
9575,1574437,3992363,617026
9576,652757,3621421,64995
9577,3564470,3355337,5390
9578,4183556,3118412,324
9579,3044147,485828,3843
9580,2434934,1109441,6042
9581,654046,1289539,2262
9582,4354212,2324422,1059531
9583,616832,3286219,30732
9584,2013269,3803385,306
9585,3468189,4072487,1357
9586,4708884,1666001,43392
9587,4509605,1639833,1458
9588,4178618,332418,107880
9589,3620569,589398,542976
9590,2827957,1556158,59841
9591,1419298,4406616,3960
9592,326786,1288240,51150
9593,1220744,2783695,666407
9594,3377440,3353876,2122855
9595,2887871,3104291,9930
9596,429484,1136948,47736
9597,3025948,2770659,13426
9598,1863670,1690853,41430
9599,2394409,2869355,214784
9600,3174291,1932909,39476
9601,4227952,3419438,1488
9602,3335130,1746672,480
9603,2697534,2155057,7049
9604,2410371,3381219,1141112
9605,4653139,2767711,398707
9606,2072559,663713,1235524
9607,3886726,1075437,88
9608,3292313,3551654,10132
9609,4634440,4575620,196463148
9610,398183,1398251,846
9611,1126100,4189735,23976
9612,824009,3052345,23760
9613,2140598,2770463,1611
9614,4316474,2326590,183
9615,1380626,3169804,25416
9616,3654434,2272405,838
9617,1594063,94321,422
9618,3809903,1879824,209304
9619,2828502,1668027,3796
9620,2522857,3651972,1980
9621,3817784,2536299,1048
9622,2519767,2236528,146
9623,3050466,960790,84892
9624,2768159,4864272,240636
9625,4142139,447820,1311
9626,3169284,3788425,144
9627,1900996,2332893,870696
9628,1692169,898301,11712
9629,4375197,1735910,528
9630,548436,3500239,368
9631,4341839,4167497,2013
9632,729043,2639064,5
9633,4096832,539890,14740
9634,1438067,4167358,549046
9635,2286690,2876973,1812
9636,1671358,3758591,8748
9637,2355419,293815,3150
9638,3023682,3163172,3528
9639,526186,484612,86
9640,2630123,146578,2561
9641,4857948,3271037,16714
9642,1716405,523250,7
9643,2577737,1505595,4950
9644,429732,3564413,7154
9645,977321,1271625,56156
9646,3678124,2341215,45816
9647,2910579,3987154,16276
9648,4187094,2133291,378
9649,2347560,4340194,294030
9650,248727,2962509,1386
9651,1468993,2695168,27379
9652,197023,4808608,14140
9653,3925458,4563330,157208
9654,4662779,4422365,1296
9655,3938988,3565131,1343
9656,2480674,4451027,4410
9657,825513,2482468,32
9658,409659,4207334,219
9659,4172492,2406260,68
9660,4743804,1870034,456608
9661,3144,4432905,225
9662,2966826,1941703,504992
9663,4212224,1660973,1440
9664,4140420,2544271,358802
9665,1901271,3556169,17475
9666,2189930,821346,8440
9667,2246244,1600479,213
9668,1291585,2754314,38485
9669,3592522,1388790,545
9670,4442512,4495723,29106
9671,3815268,4479305,3717
9672,141001,1284780,541
9673,2486979,117653,87048
9674,2912914,149739,220
9675,1846819,840544,5709
9676,3746977,4260831,60
9677,3739716,1232919,85632
9678,3416996,3700084,15106
9679,1695500,3278181,16901668
9680,1329707,1984005,73987
9681,2850445,117457,30305
9682,859263,3754291,1739
9683,3239343,1155919,152
9684,1601895,2055072,91782
9685,3251636,1174367,53580
9686,1233950,2242139,43276
9687,204935,297468,470
9688,1024448,374032,1869
9689,946929,3903454,66364
9690,4571073,2610950,3744
9691,938805,4232317,397
9692,2345177,1411725,79280
9693,2111297,374883,19710
9694,2986196,67744,166056
9695,140990,921404,134532
9696,4481936,2813846,986
9697,4383994,4103764,233
9698,2143650,2304782,11968
9699,4496242,3788994,12
9700,1965167,1745231,7100
9701,1284969,4440329,47
9702,2587645,108320,50787
9703,1598118,4799959,3990
9704,4119034,3947794,23088
9705,426749,4855494,770
9706,4329998,2962839,1692
9707,1304570,2990863,1380
9708,4731952,4144099,5115
9709,1210083,1691517,6705
9710,1625773,3824629,7182
9711,816324,84517,309965
9712,4463889,331739,12650
9713,465900,424860,111720
9714,3896746,134010,21714
9715,2616788,4118033,20178
9716,745007,1678379,1929120
9717,3968405,3728866,4234
9718,2531417,1282544,9828
9719,3656099,15152,289886
9720,3310270,2918610,83476
9721,1148355,2989221,70712320
9722,655891,4307821,357232
9723,655091,3760474,37
9724,389561,754100,61152
9725,382057,4513930,2520
9726,1954492,3104095,7718
9727,1862597,662845,152
9728,1432887,3781088,327
9729,2958651,1950991,2925
9730,2816789,4147354,588924
9731,4779046,848620,204400
9732,4657178,1994456,48425
9733,4187532,3675756,362481
9734,3709116,740005,106856
9735,172253,1635237,28
9736,2934163,1114352,665
9737,4640652,754041,380
9738,3445098,1401248,974
9739,3089026,940383,24255
9740,572281,2529346,2432
9741,1487867,3913719,92
9742,2895223,1899111,159
9743,344524,2306350,4350
9744,3336451,1219741,55
9745,2424197,3608627,22684
9746,2637938,1892430,2240
9747,4098262,209191,227259
9748,3066054,1561979,103206
9749,76424,3067555,387
9750,3615877,2046648,174642
9751,494276,4007276,838656
9752,4405928,1300403,593
9753,66296,2923241,3399
9754,838953,3464099,9453
9755,1535278,4010424,140624
9756,1295407,1139433,1035924
9757,1662400,456895,195156
9758,1931826,775214,30784
9759,82078,2862491,15930
9760,1749305,1386676,2809534
9761,3468719,4718132,2397
9762,1500518,443079,93
9763,3953964,214930,55902
9764,622762,3720887,51493
9765,141680,3029657,178808
9766,2635120,487236,97785
9767,3619046,4196519,22506
9768,3343249,4173455,15
9769,4543290,1525454,482
9770,2628408,2951580,15660
9771,848605,2884278,66490
9772,4532019,3911985,5166
9773,2647132,1166293,1212
9774,1988326,2231112,204459
9775,1228834,1409058,13140
9776,4448116,888836,11404877
9777,2836194,3179945,113
9778,3124126,3505394,15
9779,2560408,2885176,5445
9780,2302702,485828,4914
9781,189884,769934,87
9782,1219942,2804968,2253
9783,2295601,1600799,132
9784,3259542,2612755,620
9785,4198946,4813076,361760
9786,4861408,4448674,80
9787,1878047,2960325,39042
9788,3725944,629046,1331250
9789,1868029,858370,6294
9790,513229,874055,285
9791,4096612,4184540,371671
9792,4010703,3067722,539148
9793,2808994,13611,1032
9794,335710,2842619,41292
9795,1280324,4082221,3160
9796,2664907,3169989,111980
9797,4478844,466068,150252
9798,4732507,2651652,9612
9799,397607,4146791,331303
9800,3075656,3950777,4608
9801,4343449,310469,236488
9802,3937145,749240,9894
9803,4376408,3619749,21894
9804,2871308,4833612,26197
9805,3583779,3835003,3530
9806,248727,2847698,41580
9807,2243013,690999,5457
9808,1341632,190928,623124
9809,3721646,3769299,3315
9810,1641876,2407632,936
9811,2477102,3874120,1580
9812,1442258,3717547,187872
9813,673189,152189,763
9814,603654,2817924,618
9815,4701952,4224735,29890
9816,3175677,3865841,5004
9817,571438,2776618,6231
9818,3931408,4554501,71440
9819,3403438,3276092,252
9820,3869568,3241571,16425
9821,3505423,4620605,17259
9822,3229892,2006237,4331
9823,366971,1575126,32
9824,3317597,1260544,4040
9825,47224,1751451,6504078
9826,2868231,242742,7095
9827,2676222,3401424,117
9828,1698752,1169984,22275
9829,2093292,43982,12150
9830,920733,3412207,1464
9831,2706066,3273167,5004
9832,314720,745635,184710
9833,1577526,1693305,606
9834,1182650,2031047,4335
9835,350030,4646050,1536
9836,3722661,3366896,119340
9837,861046,1896157,408
9838,1960922,4302499,1082879
9839,583606,3645113,11360
9840,2545205,2307935,9504
9841,2908689,237432,288
9842,4523780,3573311,62
9843,4380170,339470,370
9844,272949,1185085,15600
9845,799760,2456549,4495
9846,3257884,1839413,2808
9847,3399094,1402742,206
9848,4372393,4782726,19339
9849,3356514,377429,76491
9850,28034,1797184,165
9851,4118980,796367,3042036
9852,4596753,3490269,12
9853,4455263,3907065,104
9854,3922617,2020407,1428
9855,1648646,2280931,7380
9856,4144655,1208720,64
9857,272021,3346544,252
9858,2268771,1144921,114988
9859,524284,4479402,19
9860,3961276,2589183,1768
9861,4319074,46005,491750
9862,1255094,2374587,58011
9863,1406252,1788938,1143
9864,1187096,4529276,2202
9865,909364,3559803,10
9866,2421138,2389021,17205
9867,4374886,3903454,67776
9868,4766055,2194084,40400
9869,3046606,1621281,3325
9870,1796644,2564164,795970
9871,411139,4670090,7131870
9872,4491343,4805250,435215
9873,1504470,656789,38750
9874,1086861,3362587,4590
9875,3334508,3215954,122
9876,1993854,4595435,10804
9877,610801,3433120,1000174
9878,3163180,2423928,57
9879,1992510,3876457,13728
9880,1005501,1228736,47225
9881,4157835,4586451,1630200
9882,2685283,3571912,244398
9883,861863,3979507,4802
9884,662193,206364,62130
9885,2110182,3670317,158274
9886,2025247,2064128,532
9887,1167266,2544611,1637712
9888,1594988,931028,157
9889,2975302,3209058,594
9890,4304287,3943291,2676
9891,1110893,4427734,561246
9892,3831056,833852,681488
9893,4746121,1266109,536
9894,1261694,3460469,484
9895,4702026,2116862,2051
9896,643631,168956,648864
9897,2876407,1149489,14356
9898,2752595,3891865,59444
9899,293995,2127534,29840
9900,2008003,305459,720
9901,1426503,4112711,18180
9902,2931653,1874163,49140
9903,2726331,678918,4321526
9904,2238031,3455714,19278
9905,2720874,2497739,513576
9906,2614719,4668079,69947
9907,3326773,1357437,36
9908,2945900,3579664,1120
9909,302849,1092710,398
9910,2540720,2083570,352
9911,1395712,215832,5452
9912,919215,1411461,9450
9913,4207702,1550046,7465
9914,2743218,6543,4364
9915,3021091,3141916,31755
9916,1399058,3306286,34365
9917,1141037,3548983,1512
9918,4077202,375168,7000
9919,2385014,3123549,53064
9920,627736,1581955,1920
9921,2421029,3467481,93636
9922,1572045,1466779,632
9923,2663640,2873352,8525
9924,3832519,1961369,4
9925,782564,1615895,19875
9926,998107,4528921,10080
9927,1818269,4063132,247328
9928,2694897,1738124,890
9929,2955011,4053890,3672
9930,130440,449589,398937
9931,348985,2438971,23283
9932,2736277,799435,5656
9933,4538283,2426242,19665
9934,553713,3249012,175
9935,1154944,2633571,215488
9936,1412839,1649016,828238
9937,1230467,2916556,17575
9938,1156177,201039,152637
9939,3141323,166797,65065
9940,3744513,4052990,1699869
9941,1870830,363666,684
9942,1373244,3276989,1146
9943,3580164,4822350,1562054
9944,1386627,3907040,129122
9945,351301,3418202,487760
9946,3614221,3213315,6472
9947,4204662,3874553,1807
9948,4304287,1331624,16056
9949,845240,3203966,5740
9950,4395778,893138,1124
9951,2785552,1255260,942
9952,3341679,2924614,370440
9953,984506,3732480,481306
9954,4012780,4065455,1672
9955,845397,778846,60944
9956,823671,4425342,214
9957,1156177,1424422,2490
9958,4735292,141926,16
9959,1954772,4382315,17510
9960,2658637,3763790,2205
9961,564857,3812781,5724
9962,1776036,483970,1985
9963,963546,433484,969
9964,1151738,28020,3072
9965,3544472,2969211,5908
9966,3935217,2940560,20557
9967,2412026,3487024,42520204
9968,3291857,1859733,756
9969,2682937,2009042,18492
9970,4642368,3065172,26344
9971,820772,1161170,76824
9972,4556220,1146792,1338
9973,2549365,4174047,485868
9974,826604,4707391,263165
9975,640940,517779,7744
9976,143500,1455519,17776
9977,2008723,3710419,47880
9978,3644881,3457009,14940
9979,3317847,2277876,8568
9980,4169706,960790,23457
9981,3873589,3542178,71
9982,1164411,485228,14231
9983,3445591,1326339,109360
9984,2211637,4813761,60
9985,703981,4292767,1521
9986,2021460,4804273,545
9987,975657,4059374,497148
9988,3895466,1291213,2652
9989,4017761,2339594,2138
9990,4140835,3468491,561
9991,4038481,916561,285000
9992,2810974,4424670,3549
9993,2623580,3787336,542
9994,1520475,2285539,64116
9995,4007155,429090,1894338
9996,2361540,3109197,5730
9997,483613,3678468,4620
9998,4851420,3730843,237254
9999,3823404,2223204,5208
10000,932451,127619,96266
10001,3483703,4384324,5049
10002,614698,2100847,604
10003,1478998,1564878,955
10004,691232,3262201,3359289
10005,2281233,2614228,315972
10006,669495,2921774,91350
10007,2814017,3148818,222
10008,4655398,2794126,175910
10009,278160,2631457,180
10010,2195849,166306,62700
10011,3519436,1087757,408
10012,3725705,3316766,7213512
10013,2140099,4192639,104949
10014,1888332,3401339,6700
10015,927815,261200,137346
10016,4381633,2381094,675
10017,147131,2104904,2680
10018,3706943,288099,220
10019,1687332,2809458,257110086
10020,4135055,340958,27280
10021,1769495,3785219,4797
10022,2220490,3328932,1255
10023,424264,3729634,315
10024,30261,3885,11218
10025,3337873,2274847,4097
10026,212754,4144130,662750
10027,2466089,4303317,13916
10028,4802205,3077839,12254
10029,1002989,4815911,1813
10030,618694,219434,17340
10031,3472764,1788781,955585
10032,348031,3782619,4173
10033,2912719,334948,138600
10034,1182125,1246433,12720
10035,620504,14759,500
10036,4332042,4172412,3871712
10037,2804896,2930986,9428940
10038,2738748,1086249,23997
10039,2634444,1979383,14716
10040,1889139,247040,2242
10041,738728,2128698,43650
10042,4109305,2389556,665180
10043,4406851,2659983,230985
10044,17245,1881103,345968
10045,3544472,2948823,78914
10046,1183417,923967,30877
10047,1448833,3332846,13888
10048,3020739,2792213,2592
10049,2424197,3025043,9116
10050,3088868,3730553,574695
10051,1094154,3097830,3084
10052,2436439,2737379,72828
10053,889875,706737,568300
10054,2140598,2637057,299646
10055,3169340,4421207,34
10056,1870751,1939647,1959
10057,691053,323321,70632
10058,3875516,1377078,34
10059,4054342,3691952,864408
10060,608220,3329325,254448
10061,1301087,2615535,8340
10062,1069505,4329357,8996
10063,845397,3337311,20176
10064,4274312,4091439,8580
10065,2420760,583748,20008
10066,3676504,1110431,186465
10067,2130941,4803959,853710
10068,4502220,764104,248888
10069,2793982,4565547,5264
10070,785876,482476,26
10071,3001570,4683056,4662
10072,3312013,1730423,764445
10073,279424,2308587,424
10074,1270053,4845141,436025
10075,4583761,4146791,1031415
10076,3684394,4193583,1580
10077,2271524,3351090,2661040
10078,966700,2847653,327704
10079,3573637,3809313,119024
10080,2382007,245819,2236464
10081,3868915,614029,34776
10082,3596185,1057780,90
10083,4787584,216976,11390170
10084,420893,1278435,1023
10085,2663992,4682096,21605
10086,2342340,1226192,62
10087,4405136,2268771,168606
10088,2646810,1485252,396
10089,2869054,3159844,588
10090,1846819,2961521,36157
10091,3840088,2407504,72478
10092,3374126,3388082,7215
10093,1771448,4674105,21296
10094,2913478,4422521,1611
10095,4059648,3235646,143
10096,3871155,1751508,40356
10097,82116,2444815,48384
10098,3620879,2198206,663
10099,4565547,1488894,4136
10100,2881441,4454343,7152
10101,4784093,4747097,319
10102,1198645,2936554,2475
10103,871619,1317799,2712
10104,4852301,1324992,28341537
10105,1255900,3156640,10142
10106,2324971,4521160,18389
10107,2352507,3462351,1206
10108,3368727,2934163,97090
10109,1485090,1749857,552
10110,1502596,1399058,22185
10111,3383337,3182689,29716
10112,3445792,4532019,7626
10113,3486938,4516339,16802
10114,2145920,976909,410
10115,2694580,2102888,16184
10116,3022676,3294319,47
10117,2033552,16514,47520
10118,511720,1155361,50274
10119,3864253,2511555,5388
10120,1139129,3021179,3600
10121,3032212,341077,1056
10122,4432608,4862305,78
10123,317326,4475906,900999
10124,310888,2807059,216
10125,2456366,4399734,213
10126,2435362,4779044,93378
10127,4564947,904213,2058
10128,4725529,2830538,6876
10129,3698581,3157201,57
10130,3511971,1575157,133
10131,3490385,442288,552
10132,4317319,1653102,4530
10133,409659,2231577,7300
10134,4363166,1670306,204477
10135,1835930,579883,9179476
10136,30261,1324992,15602658
10137,265665,2011354,407100
10138,3467810,2469832,17864
10139,2689691,3424428,88
10140,4488248,4619254,6
10141,1451992,481317,1634
10142,169009,3916834,23000
10143,3672221,4665967,207
10144,2415479,970671,2830
10145,2891053,1630420,17952
10146,3060390,4677465,14144
10147,3591703,2863760,10790
10148,2849844,3548967,1890
10149,4368952,2181529,790779
10150,3057215,2182832,3290
10151,820951,3225078,6509500
10152,4854013,3277365,2416
10153,3976360,3158375,9
10154,1681881,2389556,23155
10155,3877598,257342,9589
10156,2239712,1595285,333
10157,3476538,1085187,37897335
10158,1063633,2242369,42
10159,1407622,3302485,10137
10160,3678620,4030170,1529
10161,2640787,3140598,8372
10162,803117,482874,1072
10163,2047301,2475440,198708
10164,3942863,830923,3857490
10165,3256659,378256,5886
10166,3001815,3316376,599
10167,2289641,3326984,38232
10168,2187451,1728832,2205
10169,1875230,704465,1088
10170,2362443,919449,158
10171,2911672,967231,440
10172,3821960,2357495,16170
10173,4162538,3434826,4290
10174,1354564,3582473,16983
10175,3964499,4332923,6107
10176,2835088,3023581,6
10177,850459,3391022,162360
10178,4407542,247783,100360
10179,1426916,2582486,128707
10180,4300700,3553485,2625678
10181,1601288,4428000,258630
